id;Esboço ou foto;Proveniência;Nome geográfico|taxonomy|multiple|status_public;Stam;Descrição;Denominação;Número de inventário;Grupo étnico;Usado;Local|taxonomy|multiple|status_public;Fotógrafo|taxonomy|multiple|status_public;Coletado;País|taxonomy|multiple|status_public;Origem|taxonomy|multiple|status_public;Coletado por;Comprimento;Resumo;Palavras-chave|taxonomy|multiple|status_public;URL;Palavras-chave;documentação de imagem;foto digital não;Largura;Categoria de material|taxonomy|multiple|status_public;Categoria de material2|taxonomy|multiple|status_public;papel;Ação de conservação;Mudar para;requisitos de montagem;Texto da exposição;Exposição, parte de / incluída em;Exposição, parte do estande / incluída;Juntos, materiais;Texto publicado;Juntos, texto da exposição, inglês;Exposição / incluído em;Palavras-chave, espanhol;Área de uso;Nota: Descrição;Avaliação da condição;Observação;Exposição / anterior;Original: publ;Original: negativo não;Original: desenho não;Materiais / fabricação;Texto da exposição, Encruzilhada;Texto da exposição, Crossroads, eng;special_document;special_attachments
28;retrato falado;;Guiana Britânica;Wai-wai;Flauta de bambu, 4 furos. Queime a decoração.;flauta;1927.07.0161;Uaiuais, Mawayana, Hixkaryana, Wai-Wai, Wai-wai, Wai wai, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;32,5 cm;1927.07.0161, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37701;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:28-1322986.png;
29;retrato falado;;Guiana Britânica;Waiwai;Suspensão para ocasiões especiais, de penas vermelhas.;anel de mola;1927.07.0213;Wai wai, Karapayana, Mawayana, Uaiuais, Wai-wai, Hixkaryana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0213, foto digital, 1927-07-0213, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;pena do corpo||Cotingidae: Haematoderus militaris||fio de fibra vegetal||tira de folha de palmeira||Etnografia||joalheria||Ramphastidae: Ramphastos tucanus / vitellinus;https://collections.smvk.se/carlotta-vkm/web/object/37822;;foto digital;1927-07-0213;;;;;;;;;;;;;;;;;;;;;;;;;;;file:29-600502.png;29-1155473.png
30;retrato falado;;América;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0267;Karapayana, Wai wai, Wai-wai, Mawayana, Uaiuais, Hixkaryana, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;23 cm;1927.07.0267, foto digital, 1927-07-0267, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;Cracidae: Mitu tomentosa||Psittacidae: Ara macao||Cotingidae: Haematoderus militaris||Etnografia||pena do peito||fio de fibra vegetal||pena do corpo||tira de folha de palmeira||Psittacidae: Ara ararauna;https://collections.smvk.se/carlotta-vkm/web/object/37940;;foto digital;1927-07-0267;;;;;;;;;;;;;;;;;;;;;;;;;;;file:30-600570.png;30-1155529.png
31;retrato falado;;Guiana Britânica;Waiwai;Suspensão para ocasiões especiais, de penas amarelas. Para homens.;anel de mola;1927.07.0211;Hixkaryana, Karapayana, Wai wai, Mawayana, Wai-wai, Uaiuais, Wai-Wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0211, foto digital, V. 1927-07-0211, Walter Roth, Br.Guiana, esboço, Waiwai, Conservation K 80: 161, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana , Mawayana, Uaiuais, Wai-wai, Karapayana;fio de fibra vegetal||Etnografia||Cotingidae: Cotinga cayana||Ramphastidae: Ramphastos tucanus / vitellinus||pena do corpo||jóias||tira de folha de palmeira;https://collections.smvk.se/carlotta-vkm/web/object/37820;;foto digital;V. 1927-07-0211;;;;;Conservação K 80: 161;;;;;;;;;;;;;;;;;;;;;;file:31-604717.png;31-1209942.png
32;retrato falado;;América;Wai-wai;Termo de mandioca;mandioca-vista;1927.07.0021;Karapayana, Wai-Wai, Uaiuais, Mawayana, Wai wai, Hixkaryana, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0021, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37388;;;;54 centímetros;;;;;;;;;;;;;;;;;;;;;;;;;;file:32-15374435.png;32-15374440.png||32-15374455.png||32-1049149.png||32-15374480.png||32-15374495.png||32-15374485.png||32-15374490.png||32-15374445.png||32-15374450.png||32-15374475.png||32-15374460.png||32-15374470.png||32-15374465.png
33;retrato falado;;Guiana Britânica;Wai-wai;Instrumento musical. O funil de breu, desmoronou 2/2-83;instrumento musical;1927.07.0022;Wai-wai, Mawayana, Wai wai, Uaiuais, Wai-Wai, Karapayana, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0022, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||instrumento musical;https://collections.smvk.se/carlotta-vkm/web/object/37389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;retrato falado;;Guiana Britânica;Wai-wai;Termo de mandioca;mandioca-vista;1927.07.0020;Wai-wai, Wai-Wai, Mawayana, Wai wai, Hixkaryana, Uaiuais, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0020, Walter Roth, Br.Guiana, sketch, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37387;;;;43 cm;;;;;;;;;;;;;;;;;;;;;;;;;;file:34-15374395.png;34-15374430.png||34-15374425.png||34-15374380.png||34-15374390.png||34-15374420.png||34-15374385.png||34-15374405.png||34-15374410.png||34-15374400.png||34-15374415.png
35;retrato falado;;Guiana Britânica;Wai-wai;Termo de mandioca;mandioca-vista;1927.07.0019;Karapayana, Uaiuais, Hixkaryana, Wai wai, Wai-wai, Wai-Wai, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0019, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;ferramentas||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37385;;;;43 cm;;;;;;;;;;;;;;;;;;;;;;;;;;file:35-1049145.png;
36;retrato falado;;Guiana Britânica;Wai-wai;Cesto com tampa. Ornamentos de penas pendentes.;cesta;1927.07.0016;Mawayana, Wai-Wai, Hixkaryana, Wai-wai, Uaiuais, Karapayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0016, fotografia digital, 1927-07-0016, Walter Roth, Guiana, esboço, Wai-wai, Conservation K 80:52, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana , Uaiuais, Karapayana;Psittacidae: Amazona farinosa||caneta de cauda||Psittacidae: Pionus menstruus||Caneta de asa||pena do corpo||Etnografia||Psittacidae: Ara macao / chloroptera||Vime de tiras de folhas de palmeira||Caneta de braço||Psittacidae: Amazona amazonica;https://collections.smvk.se/carlotta-vkm/web/object/37382;cesta;foto digital;1927-07-0016;23 cm;;;;Preservação K 80:52;;;;;;;;;;;;;;;;;;;;;;file:36-604613.png;36-1209802.png
37;retrato falado;;Guiana Britânica;Wai-wai;Produto semi-acabado para cesto com tampa, do mesmo tipo que 1927.07.00000016.;cesta;1927.07.0017;Mawayana, Wai wai, Wai-Wai, Uaiuais, Hixkaryana, Wai-wai, Karapayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0017, produto semi-acabado, Walter Roth, Guiana, esboço, Wai-wai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||armazenamento;https://collections.smvk.se/carlotta-vkm/web/object/37383;cesta;;;24 cm;espécime de planta;parte da planta;produtos semi-acabados;;;;;;;;;;;;;;;;;;;;;;;file:37-15374275.png;37-15374260.png||37-15374300.png||37-15374310.png||37-15374270.png||37-15374265.png||37-15374305.png||37-15374255.png||37-15374280.png||37-15374295.png||37-15374285.png||37-15374290.png||37-15374250.png
38;retrato falado;;Guiana Britânica;Wai-wai;Cesto com tampa. "Padrão de macaco". Ornamentos de penas pendentes.;tampa;1927.07.0014;Wai-wai, Uaiuais, Wai-Wai, Mawayana, Wai wai, Karapayana, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0014, fotografia digital, 1927-07-0014, Walter Roth, Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Ramphastidae: Ramphastos tucanus / vitellinus||pena do corpo||Etnografia||armazenamento||Tecelagem de tiras de folhas de palmeira||fio de fibra vegetal||cobertura da asa||pena caudal||pena do corpo||Psittacidae: Ara macao;https://collections.smvk.se/carlotta-vkm/web/object/37380;cesta;foto digital;1927-07-0014;27 centímetros;;;;;;;;;;;;;;;;;;;;;;;;;;file:38-1155429.png;38-600462.png
39;retrato falado;;Guiana Britânica;Wai-wai;Cesto com tampa. Ornamentos de penas pendentes.;tampa;1927.07.0015;Wai-Wai, Karapayana, Hixkaryana, Uaiuais, Mawayana, Wai wai, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0015, fotografia digital, 1927-07-0015, Walter Roth, Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;pena do corpo||Psittacidae: Ara ararauna||fio de fibra vegetal||Etnografia||armazenamento||Psittacidae: Ara macao||Tecelagem de tiras de folhas de palmeira;https://collections.smvk.se/carlotta-vkm/web/object/37381;cesta;foto digital;1927-07-0015;24 cm;;;;;;;;;;;;;;;;;;;;;;;;;;file:39-600466.png;39-1155433.png
40;retrato falado;Rio Rupununi;Guiana Britânica;;Ponta de lança? de pedra com alicate.;Ponta de lança?;1927.07.0262;;;Rio Rupununi, fr. Guiana;Winther Åshaug, Ina Marie;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter E. Roth;6,5 centímetros;1927.07.0262, Spets, Walter E. Roth, Rio Rupununi, fr. Guiana, Rio Rupununi, esboço, Guiana Britânica, Guiana Britânica, América, Guiana;arqueologia||ferramentas;https://collections.smvk.se/carlotta-vkm/web/object/98996;;;;;;lítico;gorjeta;;;;;;;;;;;;;;;;;;;;;;;file:40-2536644.png;40-2536634.png||40-2536639.png
41;retrato falado;;Guiana Britânica;Waiwai;Enfeite de bochecha para homens, de penas.;enfeite de bochecha;1927.07.0210a;Hixkaryana, Wai-Wai, Uaiuais, Karapayana, Wai wai, Wai-wai, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;15 cm;1927.07.0210a, foto digital, V: 1927-07-0210ab, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai -wai, Karapayana;vermelho) Psittacidae: Ara macao||vagens de sementes||pérolas||roxo e turquesa) Thraupidae: Tangara chilensis (?)||pena do corpo||Garganta/peito||Undergump||Etnografia||Caneta cauda||amarelo fofo) ponta azul) Psittacidae: Ara macao||verde) Psittacidae: Amazon farinosa||fio de fibra vegetal||coberturas das asas||pena traseira||verde metálico e roxo) Trogonidae: Trogon sp.||vermelho fofo) Ramphastidae: Ramphastos vitellinus / tucanus||resina||pena do peito||preto) indefinido;https://collections.smvk.se/carlotta-vkm/web/object/37818;;foto digital;V: 1927-07-0210ab;;;;;;;;;;;;;;;;;;;;;;;;;;;file:41-1209934.png;41-604713.png||41-1209938.png
42;retrato falado;;Guiana Britânica;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0266;Wai wai, Karapayana, Wai-Wai, Hixkaryana, Uaiuais, Mawayana, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;29 cm;1927.07.0266, foto digital, 1927-07-0266, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;pena do corpo||Etnografia||Espécie indefinida (preta)||Cotingidae: Xipholena punicea||Psittacidae: Ara macao||Faixa de folha de palmeira||fio de fibra vegetal||Ramphastidae: Ramphastos / Pteroglossus sp.||cor preta;https://collections.smvk.se/carlotta-vkm/web/object/37939;;foto digital;1927-07-0266;;;;;;;;;;;;;;;;;;;;;;;;;;;file:42-600566.png;42-1155525.png
43;retrato falado;;Guiana Britânica;Waiwai;Enfeite de bochecha para homens, de penas.;enfeite de bochecha;1927.07.0210b;Wai-wai, Wai-Wai, Hixkaryana, Mawayana, Wai wai, Karapayana, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;18 cm;1927.07.0210b, foto digital, V: 1927-07-0210ab, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai -wai, Karapayana;Caneta caudal||Etnografia||pena do peito||amarelo fofo) Ramphastidae: Ramphastos vitellinustucanus||Garganta/peito||vermelho) Psittacidae: Ara macao||Breasts el. coberturas das asas||vagens de sementes||Picada de madeira||roxo e turquesa) Thraupidae: Tangara chilensis (?)||pena do corpo||vermelho com ponta azul) Psittacidae: Ara macao||fio de fibra vegetal||vermelho fofo) Ramphastidae: Ramphastos obellusd||tucanus||verde) Psittacidae: Amazon farinosa||Undergump||pérolas||resina;https://collections.smvk.se/carlotta-vkm/web/object/37819;;foto digital;V: 1927-07-0210ab;;;;;;;;;;;;;;;;;;;;;;;;;;;file:43-1209938.png;43-604713.png
44;;;América;Waiwai;Tubo de cabelo do tipo usual.;tubo de cabelo;1927.07.0265;Karapayana, Uaiuais, Wai-Wai, Wai-wai, Hixkaryana, Mawayana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0265, Hanover 1/10 1929, Walter Roth, Br.Guiana, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai, Karapayana;N / D;https://collections.smvk.se/carlotta-vkm/web/object/37935;;;;;;;;;Hannover 1/10 1929;;;;;;;;;;;;;;;;;;;;;;
45;retrato falado;;Guiana Britânica;Waiwai;Ornamento de orelha.;brinco;1927.07.0223a;Hixkaryana, Wai-Wai, Mawayana, Karapayana, Wai wai, Wai-wai, Uaiuais;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0223a, foto digital, 1927-07-0223ab, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;pena do corpo||Ramphastidae: Ramphastos / Pteroglossus sp.||joias e ornamentos corporais||Etnografia||madrepérola||corda de algodão||bastão de madeira||cera el. lin.;https://collections.smvk.se/carlotta-vkm/web/object/37834;;foto digital;1927-07-0223ab;3,5 centímetros;;;;;;;;;;;;;;;;;;;;;;;;;;file:45-604737.png;
46;;;Guiana Britânica;Taruma;Pulseira confeccionada em palha de itiriti (Ichnosiohol).;pulseira;1927.07.0181;; Taruma -;Br.Guiana;Schwetz, Ferenc;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0181, Walter Roth, Br.Guiana, Taruma, América, Guiana Britânica, Guiana Britânica, Guiana;jóias||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37714;bracelete;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:46-1879711.png;
47;retrato falado;;Guiana Britânica;Waiwai;Ornamento de orelha.;brinco;1927.07.0223b;Wai-Wai, Wai-wai, Mawayana, Uaiuais, Karapayana, Hixkaryana, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0223b, foto digital, 1927-07-0223ab, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;cera el. Ramphastidae: Ramphastos / Pteroglossus sp||Jóias e ornamentos||Etnografia||madrepérola||corda de algodão||Vara de madeira||pena do corpo;https://collections.smvk.se/carlotta-vkm/web/object/37835;;foto digital;1927-07-0223ab;3,5 centímetros;;;;;;;;;;;;;;;;;;;;;;;;;;file:47-604737.png;
48;retrato falado;Alto rio Demerara, Guiana;Guiana Britânica;Akawoi;Fragmentos de um equalizador de pão de mandioca do tipo já obsoleto. De um antigo acampamento akawoi.;Equalizador de pão de mandioca;1927.07.0189;Akawaio, Povo Patamona, Ingariko, Paramona, Akawoi, Akawaio;Patamona - http://www.wikidata.org/entity/Q682975;Alto rio Demerara, fr. Guiana;Bela Adormecida, Beatriz;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;23 cm;1927.07.0189, Fragmento de equalizador de pão de mandioca, Walter Roth, Alto Rio Demerara, fr. Guiana, Alto Rio Demerara, Guiana, esboço, Akawoi, América, Guiana Britânica, Guiana Britânica, Guiana, Ackawoi, Akawaio, Paramona, Povo Patamona, Ingariko, Ackawaio;N / D;https://collections.smvk.se/carlotta-vkm/web/object/12731;;;;;;;Fragmento de equalizador de pão de mandioca;;;;;;;;;;;;;;;;;;;;;;;file:48-15375401.png;48-15375416.png||48-15375406.png||48-15375411.png||48-15375391.png||48-15375386.png||48-15375396.png||48-15375381.png
49;retrato falado;;Guiana Britânica;Waiwai;Enfeite de orelha com penas.;brinco;1927.07.0222b;Hixkaryana, Uaiuais, Mawayana, Karapayana, Wai-Wai, Wai-wai, Wai wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;;1927.07.0222b, foto digital, 1927-07-0222, Walter Roth, Br.Guiana, esboço, Waiwai, Guiana Britânica, Guiana Britânica, América, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;contas de vidro||bastão de madeira||Etnografia||Ramphastidae: Ramphastos tucanus / vitellinus||fio de fibra vegetal||joias e ornamentos corporais||Undergump||vagens de sementes||madrepérola||cera;https://collections.smvk.se/carlotta-vkm/web/object/37832;;foto digital;1927-07-0222;4 cm;;;;;;;;;;;;;;;;;;;;;;;;;;file:49-402338.png;49-1155485.png
50;retrato falado;;Guiana Britânica;Wai-wai;Flauta de bambu, 4 furos. Queime a decoração.;flauta;1927.07.0167;Karapayana, Wai wai, Wai-Wai, Mawayana, Uaiuais, Wai-wai, Hixkaryana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Anderzen, Hannes;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;40,5 cm;1927.07.0167, Walter Roth, Br.Guiana, sketch, Wai-wai, Guiana Britânica, América, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;instrumento musical||Etnografia;https://collections.smvk.se/carlotta-vkm/web/object/37711;flauta;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:50-1988128.png;50-1988124.png
51;retrato falado;;América;Wai-wai;Pulseira confeccionada em palha de itiriti (Ichnosiohol).;pulseira;1927.07.0180;Mawayana, Uaiuais, Wai-Wai, Wai wai, Hixkaryana, Karapayana, Wai-wai;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmundo;Guiana;América do Sul Guiana;Walter Roth;6,5 centímetros;1927.07.0180, Walter Roth, Br.Guiana, esboço, Wai-wai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Karapayana;Etnografia||jóias;https://collections.smvk.se/carlotta-vkm/web/object/37712;pulseira;;;;espécime de planta;parte da planta;;;;;;;;;;;;;;;;;;;;;;;;file:51-1049234.png;
52;retrato falado;;América;Waiwai;"Colar" para mulher.;colar;1927.07.0221;Karapayana, Hixkaryana, Uaiuais, Wai wai, Wai-wai, Wai-Wai, Mawayana;Waiwai - http://www.wikidata.org/entity/Q1853257;Br.Guiana;Faltam informações sobre o autor;Roth, Walter Edmund - http://kulturarvsdata.se/SMVK-EM/name/3248501;Guiana;América do Sul Guiana;Walter Roth;25 cm;1927.07.0221, foto digital, 1927-07-0221, Walter Roth, Br.Guiana, esboço, Waiwai, América, Guiana Britânica, Guiana Britânica, Guiana, Wai-Wai, Wai wai, Hixkaryana, Mawayana, Uaiuais, Wai-wai , Karapayana;penas do corpo||cascas de sementes||fio de fibra vegetal||contas de vidro||Etnografia||Ramphastidae: Ramphastos tucanus/vitellinus||jóias;https://collections.smvk.se/carlotta-vkm/web/object/37830;colar;foto digital;1927-07-0221;;;;;;;;;;;;;;;;;;;;;;;;;;;file:52-600510.png;52-1155481.png
